ARF5	ENST00000000233	ENSCAFT00000002708
SACS	ENST00000382292	ENSCAFT00000011468
KANK1	ENST00000382297	ENSCAFT00000065654
FGFBP1	ENST00000382333	ENSCAFT00000024255
OLIG1	ENST00000382348	ENSCAFT00000045601
FGF9	ENST00000382353	ENSCAFT00000087737
FSCN1	ENST00000382361	ENSCAFT00000076284
RNF215	ENST00000382363	ENSCAFT00000020124
MICU2	ENST00000382374	ENSCAFT00000011503
DEFB132	ENST00000382376	ENSCAFT00000065877
DEFB127	ENST00000382388	ENSCAFT00000011193
DEFB126	ENST00000382398	ENSCAFT00000071720
FAM177A1	ENST00000382406	ENSCAFT00000021162
DEAF1	ENST00000382409	ENSCAFT00000080573
DEFB125	ENST00000382410	ENSCAFT00000038888
NKX3-2	ENST00000382438	ENSCAFT00000024441
WDR1	ENST00000382452	ENSCAFT00000024636
CBARP	ENST00000382477	ENSCAFT00000037156
TAS2R1	ENST00000382492	ENSCAFT00000037902
SEMA5A	ENST00000382496	ENSCAFT00000089608
KCNA1	ENST00000382545	ENSCAFT00000024280
NYNRIN	ENST00000382554	ENSCAFT00000019681
DNAJC19	ENST00000382564	ENSCAFT00000043545
LATS2	ENST00000382592	ENSCAFT00000011560
PPP2R2C	ENST00000382599	ENSCAFT00000022671
PRMT8	ENST00000382622	ENSCAFT00000024507
DOK6	ENST00000382713	ENSCAFT00000036237
MSX1	ENST00000382723	ENSCAFT00000024872
SIRT3	ENST00000382743	ENSCAFT00000010407
CLCN7	ENST00000382745	ENSCAFT00000087431
URB1	ENST00000382751	ENSCAFT00000014113
TMEM128	ENST00000382753	ENSCAFT00000024818
EEF1AKMT1	ENST00000382754	ENSCAFT00000011595
BET1L	ENST00000382762	ENSCAFT00000010382
SERPINB5	ENST00000382771	ENSCAFT00000038011
HGFAC	ENST00000382774	ENSCAFT00000023224
FBXO25	ENST00000382824	ENSCAFT00000074844
GJB2	ENST00000382844	ENSCAFT00000046331
POLN	ENST00000382865	ENSCAFT00000046101
ZMYM2	ENST00000382871	ENSCAFT00000091715
NSD2	ENST00000382891	ENSCAFT00000043831
SLC7A4	ENST00000382932	ENSCAFT00000023828
TMEM129	ENST00000382936	ENSCAFT00000023814
RNASE13	ENST00000382951	ENSCAFT00000037487
SNRNP25	ENST00000383018	ENSCAFT00000043534
ZIC4	ENST00000383075	ENSCAFT00000079391
CCDC178	ENST00000383096	ENSCAFT00000091494
AQP4	ENST00000383168	ENSCAFT00000028797
STAG1	ENST00000383202	ENSCAFT00000011884
TMEM241	ENST00000383233	ENSCAFT00000090124
CHRM5	ENST00000383263	ENSCAFT00000012779
NEK11	ENST00000383366	ENSCAFT00000009895
HMCES	ENST00000383463	ENSCAFT00000006676
LRRC30	ENST00000383467	ENSCAFT00000037671
ARHGAP28	ENST00000383472	ENSCAFT00000074795
HACD2	ENST00000383657	ENSCAFT00000043211
TIGIT	ENST00000383671	ENSCAFT00000017190
GTPBP8	ENST00000383678	ENSCAFT00000038797
LNP1	ENST00000383693	ENSCAFT00000046864
EOGT	ENST00000383701	ENSCAFT00000010590
CADPS	ENST00000383710	ENSCAFT00000073739
MST1	ENST00000383728	ENSCAFT00000018126
P4HTM	ENST00000383729	ENSCAFT00000019084
CSPG5	ENST00000383738	ENSCAFT00000020888
TRIM71	ENST00000383763	ENSCAFT00000039591
RBMS3	ENST00000383767	ENSCAFT00000081071
ZCWPW2	ENST00000383768	ENSCAFT00000074065
SH3BP5	ENST00000383791	ENSCAFT00000076521
CCDC174	ENST00000383794	ENSCAFT00000007247
FANCD2	ENST00000383807	ENSCAFT00000048978
IL17RE	ENST00000383814	ENSCAFT00000008477
RPUSD3	ENST00000383820	ENSCAFT00000047015
CPNE9	ENST00000383832	ENSCAFT00000008745
SRGAP3	ENST00000383836	ENSCAFT00000008920
GOLM1	ENST00000388711	ENSCAFT00000002093
PIP5KL1	ENST00000388747	ENSCAFT00000031989
MRPL2	ENST00000388752	ENSCAFT00000002798
NKIRAS1	ENST00000388759	ENSCAFT00000009305
UFSP1	ENST00000388761	ENSCAFT00000061816
ADAMTS7	ENST00000388820	ENSCAFT00000067424
METTL14	ENST00000388822	ENSCAFT00000039455
GPX3	ENST00000388825	ENSCAFT00000048742
TSNAXIP1	ENST00000388833	ENSCAFT00000032406
KRT18	ENST00000388835	ENSCAFT00000011515
NOX5	ENST00000388866	ENSCAFT00000089083
STAB2	ENST00000388887	ENSCAFT00000011754
COPS2	ENST00000388901	ENSCAFT00000081438
FAM83H	ENST00000388913	ENSCAFT00000049368
CCDC158	ENST00000388914	ENSCAFT00000013696
FOXI2	ENST00000388920	ENSCAFT00000020834
ACVRL1	ENST00000388922	ENSCAFT00000071290
TMEM266	ENST00000388942	ENSCAFT00000081914
LRRK1	ENST00000388948	ENSCAFT00000035359
SEPTIN14	ENST00000388975	ENSCAFT00000079342
HYKK	ENST00000388988	ENSCAFT00000042941
KCNQ3	ENST00000388996	ENSCAFT00000086890
NCBP3	ENST00000389005	ENSCAFT00000030789
BORCS6	ENST00000389017	ENSCAFT00000026936
NT5M	ENST00000389022	ENSCAFT00000046962
STK38L	ENST00000389032	ENSCAFT00000067318
ALK	ENST00000389048	ENSCAFT00000008540
PP2D1	ENST00000389050	ENSCAFT00000009360
DIAPH1	ENST00000389054	ENSCAFT00000009962
IDO2	ENST00000389060	ENSCAFT00000081374
SACM1L	ENST00000389061	ENSCAFT00000076255
DCP2	ENST00000389063	ENSCAFT00000046284
SHISAL2B	ENST00000389074	ENSCAFT00000011666
DENND5B	ENST00000389082	ENSCAFT00000072992
RNF180	ENST00000389100	ENSCAFT00000089537
P2RX2	ENST00000389110	ENSCAFT00000010151
RNF20	ENST00000389120	ENSCAFT00000004109
LOXL2	ENST00000389131	ENSCAFT00000014616
FAM169A	ENST00000389156	ENSCAFT00000013203
DNAH2	ENST00000389173	ENSCAFT00000026606
CCDC150	ENST00000389175	ENSCAFT00000017050
CCDC154	ENST00000389176	ENSCAFT00000043733
LRRC4B	ENST00000389201	ENSCAFT00000004749
ASPDH	ENST00000389208	ENSCAFT00000004750
RAPGEF3	ENST00000389212	ENSCAFT00000014611
RYR3	ENST00000389232	ENSCAFT00000012974
GARS1	ENST00000389266	ENSCAFT00000077645
PRTG	ENST00000389286	ENSCAFT00000025251
CFAP69	ENST00000389297	ENSCAFT00000002973
FANCA	ENST00000389301	ENSCAFT00000031520
SMTNL2	ENST00000389313	ENSCAFT00000089271
BICDL2	ENST00000389347	ENSCAFT00000045650
TM6SF2	ENST00000389363	ENSCAFT00000022762
ATXN7L3	ENST00000389384	ENSCAFT00000022682
RPH3A	ENST00000389385	ENSCAFT00000049747
VPS9D1	ENST00000389386	ENSCAFT00000031525
VWA3A	ENST00000389398	ENSCAFT00000028143
PTPRN2	ENST00000389418	ENSCAFT00000079760
SIGLEC15	ENST00000389474	ENSCAFT00000028010
LRP1B	ENST00000389484	ENSCAFT00000008728
CHRNG	ENST00000389494	ENSCAFT00000017990
SMYD5	ENST00000389501	ENSCAFT00000014190
KMT2A	ENST00000389506	ENSCAFT00000020182
CAMSAP1	ENST00000389532	ENSCAFT00000031364
TBR1	ENST00000389554	ENSCAFT00000015885
EP400	ENST00000389561	ENSCAFT00000068790
ESYT3	ENST00000389567	ENSCAFT00000076399
TMEM72	ENST00000389583	ENSCAFT00000046364
ASB14	ENST00000389601	ENSCAFT00000012683
GPX2	ENST00000389614	ENSCAFT00000025656
GXYLT2	ENST00000389617	ENSCAFT00000010368
CRYBG3	ENST00000389622	ENSCAFT00000012306
SSC5D	ENST00000389623	ENSCAFT00000004052
RTF1	ENST00000389629	ENSCAFT00000015168
CCDC57	ENST00000389641	ENSCAFT00000045577
LAMA1	ENST00000389658	ENSCAFT00000029520
FAXC	ENST00000389677	ENSCAFT00000035635
TSN	ENST00000389682	ENSCAFT00000007575
RALGAPA1	ENST00000389698	ENSCAFT00000085252
EXOSC8	ENST00000389704	ENSCAFT00000067516
ZXDC	ENST00000389709	ENSCAFT00000006154
SPTB	ENST00000389721	ENSCAFT00000025613
TRMT44	ENST00000389737	ENSCAFT00000023126
GPR149	ENST00000389740	ENSCAFT00000013790
TRMT61A	ENST00000389749	ENSCAFT00000045267
MROH2A	ENST00000389758	ENSCAFT00000018891
PKP4	ENST00000389759	ENSCAFT00000014902
ARHGAP8	ENST00000389774	ENSCAFT00000001354
LYST	ENST00000389793	ENSCAFT00000089361
LRCH1	ENST00000389798	ENSCAFT00000007211
SQSTM1	ENST00000389805	ENSCAFT00000080794
ACOXL	ENST00000389811	ENSCAFT00000059999
ABCC8	ENST00000389817	ENSCAFT00000091407
TMEM87A	ENST00000389834	ENSCAFT00000016025
UVSSA	ENST00000389851	ENSCAFT00000087303
CCDC88C	ENST00000389857	ENSCAFT00000048191
CCNK	ENST00000389879	ENSCAFT00000028286
RUBCNL	ENST00000389908	ENSCAFT00000007212
COX16	ENST00000389912	ENSCAFT00000026318
FAM168B	ENST00000389915	ENSCAFT00000081134
KIF19	ENST00000389916	ENSCAFT00000048807
DDX42	ENST00000389924	ENSCAFT00000020366
VIT	ENST00000389975	ENSCAFT00000048635
ARL4C	ENST00000390645	ENSCAFT00000019059
NLRP5	ENST00000390649	ENSCAFT00000003937
BCAS3	ENST00000390652	ENSCAFT00000028148
COL23A1	ENST00000390654	ENSCAFT00000049928
PPP2R3B	ENST00000390665	ENSCAFT00000060166
TSSK1B	ENST00000390666	ENSCAFT00000023505
CCL25	ENST00000390669	ENSCAFT00000029163
KRTAP13-3	ENST00000390690	ENSCAFT00000014026
KRTAP16-1	ENST00000391352	ENSCAFT00000044623
RNF208	ENST00000391553	ENSCAFT00000030955
KRTAP3-1	ENST00000391588	ENSCAFT00000025361
ZNF829	ENST00000391711	ENSCAFT00000049767
TFPT	ENST00000391759	ENSCAFT00000004265
IL4I1	ENST00000391826	ENSCAFT00000005539
PTOV1	ENST00000391842	ENSCAFT00000005622
RPL13A	ENST00000391857	ENSCAFT00000005848
ZNF541	ENST00000391901	ENSCAFT00000044786
DACT3	ENST00000391916	ENSCAFT00000048243
ERCC2	ENST00000391945	ENSCAFT00000070278
KLC3	ENST00000391946	ENSCAFT00000086481
LAD1	ENST00000391967	ENSCAFT00000085112
HDLBP	ENST00000391975	ENSCAFT00000064622
CAPN10	ENST00000391984	ENSCAFT00000071524
RGS13	ENST00000391995	ENSCAFT00000049109
PDC	ENST00000391997	ENSCAFT00000021818
LRRFIP1	ENST00000392000	ENSCAFT00000067896
HNRNPUL1	ENST00000392006	ENSCAFT00000008087
ATG16L1	ENST00000392017	ENSCAFT00000092080
AKT2	ENST00000392038	ENSCAFT00000008666
GPR55	ENST00000392039	ENSCAFT00000090014
SP140	ENST00000392045	ENSCAFT00000088499
SPHKAP	ENST00000392056	ENSCAFT00000079883
SAMD4A	ENST00000392067	ENSCAFT00000039705
TMCO1	ENST00000392129	ENSCAFT00000021367
XRCC5	ENST00000392132	ENSCAFT00000045857
MAP3K4	ENST00000392142	ENSCAFT00000090806
ZFP82	ENST00000392161	ENSCAFT00000069009
SNX9	ENST00000392185	ENSCAFT00000089201
MAG	ENST00000392213	ENSCAFT00000037622
FAM117B	ENST00000392238	ENSCAFT00000019793
SUMO1	ENST00000392245	ENSCAFT00000066252
URI1	ENST00000392271	ENSCAFT00000048433
BOLL	ENST00000392296	ENSCAFT00000085731
WDR45B	ENST00000392325	ENSCAFT00000020648
ARMC6	ENST00000392336	ENSCAFT00000022887
SLC16A3	ENST00000392339	ENSCAFT00000009785
HOMER3	ENST00000392351	ENSCAFT00000023019
RAN	ENST00000392369	ENSCAFT00000010749
CALCRL	ENST00000392370	ENSCAFT00000023410
STX2	ENST00000392373	ENSCAFT00000083393
CRLF1	ENST00000392386	ENSCAFT00000023344
UBE2E3	ENST00000392415	ENSCAFT00000022479
OPA1	ENST00000392438	ENSCAFT00000014557
MB21D2	ENST00000392452	ENSCAFT00000022347
CCDC50	ENST00000392455	ENSCAFT00000063905
AANAT	ENST00000392492	ENSCAFT00000008185
SPHK1	ENST00000392496	ENSCAFT00000008162
TMEM121	ENST00000392519	ENSCAFT00000037148
TEDC1	ENST00000392523	ENSCAFT00000029285
HNRNPA3	ENST00000392524	ENSCAFT00000021410
TAOK3	ENST00000392533	ENSCAFT00000015797
LLGL2	ENST00000392550	ENSCAFT00000007782
BTBD6	ENST00000392554	ENSCAFT00000029239
NUDT14	ENST00000392568	ENSCAFT00000029231
PLD4	ENST00000392593	ENSCAFT00000043179
ADGRA1	ENST00000392607	ENSCAFT00000081921
RAB37	ENST00000392613	ENSCAFT00000007390
CD300E	ENST00000392619	ENSCAFT00000007364
ARMC2	ENST00000392644	ENSCAFT00000006088
SDK2	ENST00000392650	ENSCAFT00000007243
KCNJ1	ENST00000392664	ENSCAFT00000016274
ST3GAL4	ENST00000392669	ENSCAFT00000016535
ABCA5	ENST00000392676	ENSCAFT00000076821
TIRAP	ENST00000392679	ENSCAFT00000035306
B3GALT1	ENST00000392690	ENSCAFT00000018577
ECT2	ENST00000392692	ENSCAFT00000070837
CDON	ENST00000392693	ENSCAFT00000016704
GALNT3	ENST00000392701	ENSCAFT00000082506
STT3A	ENST00000392708	ENSCAFT00000081365
COBLL1	ENST00000392717	ENSCAFT00000044256
TRAF3	ENST00000392745	ENSCAFT00000028719
VWA5A	ENST00000392748	ENSCAFT00000018053
PDCD10	ENST00000392750	ENSCAFT00000023131
ZBBX	ENST00000392766	ENSCAFT00000064672
CEP112	ENST00000392769	ENSCAFT00000038851
BAZ2B	ENST00000392783	ENSCAFT00000060734
GALNTL5	ENST00000392800	ENSCAFT00000007943
TMEM119	ENST00000392806	ENSCAFT00000042917
GALNT13	ENST00000392825	ENSCAFT00000014579
RIC8B	ENST00000392839	ENSCAFT00000084273
RFX4	ENST00000392842	ENSCAFT00000002855
ORC3	ENST00000392844	ENSCAFT00000004945
GRK5	ENST00000392870	ENSCAFT00000062233
TDG	ENST00000392872	ENSCAFT00000011934
NT5DC3	ENST00000392876	ENSCAFT00000077173
ANO4	ENST00000392977	ENSCAFT00000088413
VWA2	ENST00000392982	ENSCAFT00000045022
GK5	ENST00000392993	ENSCAFT00000012397
FAIM	ENST00000393034	ENSCAFT00000082116
PTRH2	ENST00000393038	ENSCAFT00000028006
PIAS3	ENST00000393045	ENSCAFT00000090722
DBH	ENST00000393056	ENSCAFT00000031457
POU2AF1	ENST00000393067	ENSCAFT00000081621
VTI1A	ENST00000393077	ENSCAFT00000050009
SLC35G2	ENST00000393079	ENSCAFT00000011927
SERPINA3	ENST00000393080	ENSCAFT00000028044
MTPN	ENST00000393085	ENSCAFT00000042792
CUL5	ENST00000393094	ENSCAFT00000071928
NR2C2	ENST00000393102	ENSCAFT00000007359
STEAP3	ENST00000393106	ENSCAFT00000075604
CYREN	ENST00000393114	ENSCAFT00000005117
MKS1	ENST00000393119	ENSCAFT00000061279
PRIMA1	ENST00000393140	ENSCAFT00000046492
UNC79	ENST00000393151	ENSCAFT00000027918
PDGFD	ENST00000393158	ENSCAFT00000064873
NME1	ENST00000393196	ENSCAFT00000027420
PTGFRN	ENST00000393203	ENSCAFT00000046956
CPA5	ENST00000393213	ENSCAFT00000002316
LRRIQ1	ENST00000393217	ENSCAFT00000081215
NTNG2	ENST00000393229	ENSCAFT00000031657
RTBDN	ENST00000393233	ENSCAFT00000027169
TMCC1	ENST00000393238	ENSCAFT00000067116
BCL2L11	ENST00000393256	ENSCAFT00000078148
BBS10	ENST00000393262	ENSCAFT00000044818
NPHP1	ENST00000393272	ENSCAFT00000011313
DENND2C	ENST00000393274	ENSCAFT00000015090
ISY1	ENST00000393295	ENSCAFT00000075759
BCL2L15	ENST00000393316	ENSCAFT00000014713
ME3	ENST00000393324	ENSCAFT00000007134
PICALM	ENST00000393346	ENSCAFT00000070283
MAF	ENST00000393350	ENSCAFT00000031870
AASS	ENST00000393376	ENSCAFT00000005673
HPF1	ENST00000393381	ENSCAFT00000012283
PTPRZ1	ENST00000393386	ENSCAFT00000045335
ANKRD42	ENST00000393392	ENSCAFT00000007385
PLXNA1	ENST00000393409	ENSCAFT00000073678
AAMDC	ENST00000393427	ENSCAFT00000007831
ZFP1	ENST00000393430	ENSCAFT00000031966
ALDH1L1	ENST00000393434	ENSCAFT00000088371
LONRF2	ENST00000393437	ENSCAFT00000067888
SLC12A8	ENST00000393469	ENSCAFT00000019938
LIPT1	ENST00000393471	ENSCAFT00000003602
MDFIC	ENST00000393486	ENSCAFT00000084949
ANKRD39	ENST00000393537	ENSCAFT00000047439
SPATA7	ENST00000393545	ENSCAFT00000027497
G6PD	ENST00000393564	ENSCAFT00000031161
HYDIN	ENST00000393567	ENSCAFT00000032120
IRF2	ENST00000393593	ENSCAFT00000071256
FAM50A	ENST00000393600	ENSCAFT00000031134
ARAP1	ENST00000393609	ENSCAFT00000009156
MON2	ENST00000393630	ENSCAFT00000048388
TFAP2B	ENST00000393655	ENSCAFT00000059520
FBXO8	ENST00000393674	ENSCAFT00000012582
ZFYVE27	ENST00000393677	ENSCAFT00000062418
NUMA1	ENST00000393695	ENSCAFT00000087569
NR1I2	ENST00000393716	ENSCAFT00000017654
DDX60	ENST00000393743	ENSCAFT00000014321
LRRC74A	ENST00000393774	ENSCAFT00000072639
IGSF11	ENST00000393775	ENSCAFT00000079730
ERGIC1	ENST00000393784	ENSCAFT00000084618
UBTD2	ENST00000393792	ENSCAFT00000026639
PSMC3IP	ENST00000393795	ENSCAFT00000023696
PPP6R3	ENST00000393800	ENSCAFT00000017253
SLC35B2	ENST00000393812	ENSCAFT00000003139
COASY	ENST00000393818	ENSCAFT00000036445
SFTPB	ENST00000393822	ENSCAFT00000012253
NDUFA4L2	ENST00000393825	ENSCAFT00000000319
DPEP2	ENST00000393847	ENSCAFT00000044870
ELMOD3	ENST00000393852	ENSCAFT00000012454
SUCLG1	ENST00000393868	ENSCAFT00000012800
CNP	ENST00000393892	ENSCAFT00000079651
MRPL19	ENST00000393909	ENSCAFT00000013000
ACD	ENST00000393919	ENSCAFT00000037042
PHLDB2	ENST00000393925	ENSCAFT00000076788
SYT12	ENST00000393946	ENSCAFT00000018801
DQX1	ENST00000393951	ENSCAFT00000013395
PC	ENST00000393955	ENSCAFT00000059633
CCDC142	ENST00000393965	ENSCAFT00000013437
C1QTNF2	ENST00000393975	ENSCAFT00000043580
KRT35	ENST00000393989	ENSCAFT00000025278
LRRC29	ENST00000393992	ENSCAFT00000047101
BBOF1	ENST00000394009	ENSCAFT00000087305
ESYT1	ENST00000394048	ENSCAFT00000083712
KRT222	ENST00000394052	ENSCAFT00000047162
MTHFD2	ENST00000394053	ENSCAFT00000013849
RPL24	ENST00000394077	ENSCAFT00000015251
SENP7	ENST00000394095	ENSCAFT00000047441
GAPVD1	ENST00000394104	ENSCAFT00000032151
MED24	ENST00000394128	ENSCAFT00000090924
TTC23	ENST00000394132	ENSCAFT00000045745
NIT2	ENST00000394140	ENSCAFT00000014769
TBC1D23	ENST00000394144	ENSCAFT00000072401
ST3GAL6	ENST00000394162	ENSCAFT00000068319
NR2F2	ENST00000394166	ENSCAFT00000017350
CHD2	ENST00000394196	ENSCAFT00000017614
ARL13B	ENST00000394222	ENSCAFT00000014341
SIPA1	ENST00000394224	ENSCAFT00000021198
MIEN1	ENST00000394231	ENSCAFT00000025915
PROS1	ENST00000394236	ENSCAFT00000014302
SYNPO	ENST00000394243	ENSCAFT00000028748
PRC1	ENST00000394249	ENSCAFT00000072576
METTL7B	ENST00000394252	ENSCAFT00000049724
HDDC3	ENST00000394272	ENSCAFT00000019442
CACNB1	ENST00000394303	ENSCAFT00000062034
FAT4	ENST00000394329	ENSCAFT00000006363
RPL23	ENST00000394332	ENSCAFT00000026221
STK26	ENST00000394334	ENSCAFT00000029881
ZNF358	ENST00000394341	ENSCAFT00000028958
SRSF5	ENST00000394366	ENSCAFT00000026276
CIAPIN1	ENST00000394391	ENSCAFT00000013902
PPP2R2B	ENST00000394409	ENSCAFT00000071025
KIF7	ENST00000394412	ENSCAFT00000019028
RSPRY1	ENST00000394420	ENSCAFT00000013986
QRFPR	ENST00000394427	ENSCAFT00000006671
LARS1	ENST00000394434	ENSCAFT00000060324
CCT4	ENST00000394440	ENSCAFT00000004954
GTF2F1	ENST00000394456	ENSCAFT00000080555
HEPACAM2	ENST00000394468	ENSCAFT00000070784
AKAP13	ENST00000394518	ENSCAFT00000018095
KCNK4	ENST00000394525	ENSCAFT00000022976
PCDH1	ENST00000394536	ENSCAFT00000085835
DNASE1L3	ENST00000394549	ENSCAFT00000011892
PNPLA1	ENST00000394571	ENSCAFT00000002155
LGALS12	ENST00000394618	ENSCAFT00000023960
CCL8	ENST00000394620	ENSCAFT00000029147
CFI	ENST00000394634	ENSCAFT00000018207
IRX5	ENST00000394636	ENSCAFT00000082479
TMEM98	ENST00000394642	ENSCAFT00000029168
MCUB	ENST00000394650	ENSCAFT00000018122
AKTIP	ENST00000394657	ENSCAFT00000015096
ACYP2	ENST00000394666	ENSCAFT00000064236
TMCO6	ENST00000394671	ENSCAFT00000009439
CCDC66	ENST00000394672	ENSCAFT00000012913
BRD7	ENST00000394688	ENSCAFT00000015674
PLEKHG3	ENST00000394691	ENSCAFT00000082669
ZBTB25	ENST00000394715	ENSCAFT00000084013
SFMBT1	ENST00000394752	ENSCAFT00000013955
EML3	ENST00000394773	ENSCAFT00000025031
MATR3	ENST00000394805	ENSCAFT00000002097
ZBTB3	ENST00000394807	ENSCAFT00000024796
MYLK3	ENST00000394809	ENSCAFT00000005915
SYNPO2L	ENST00000394810	ENSCAFT00000023558
KRT80	ENST00000394815	ENSCAFT00000011729
INCENP	ENST00000394818	ENSCAFT00000071352
NFKB1	ENST00000394820	ENSCAFT00000081993
EFCAB5	ENST00000394835	ENSCAFT00000046628
RAB3IL1	ENST00000394836	ENSCAFT00000084195
PPP3CA	ENST00000394854	ENSCAFT00000016916
ZP3	ENST00000394857	ENSCAFT00000021646
ANKRD13B	ENST00000394859	ENSCAFT00000030098
TGFB1I1	ENST00000394863	ENSCAFT00000026755
RCN2	ENST00000394885	ENSCAFT00000028726
CDC23	ENST00000394886	ENSCAFT00000001873
CPSF7	ENST00000394888	ENSCAFT00000038324
POR	ENST00000394893	ENSCAFT00000086673
KIF20A	ENST00000394894	ENSCAFT00000001867
TKFC	ENST00000394900	ENSCAFT00000066532
PSAP	ENST00000394936	ENSCAFT00000022878
SPOCK1	ENST00000394945	ENSCAFT00000092883
GPT	ENST00000394955	ENSCAFT00000049450
VSIR	ENST00000394957	ENSCAFT00000022797
SMARCD1	ENST00000394963	ENSCAFT00000013194
SP9	ENST00000394967	ENSCAFT00000020928
VKORC1	ENST00000394975	ENSCAFT00000026595
ZNF646	ENST00000394979	ENSCAFT00000026584
ZNF668	ENST00000394983	ENSCAFT00000026332
JADE2	ENST00000395003	ENSCAFT00000043964
CPLX3	ENST00000395018	ENSCAFT00000028507
CDKL4	ENST00000395035	ENSCAFT00000035709
GRM2	ENST00000395052	ENSCAFT00000016044
ZBTB9	ENST00000395064	ENSCAFT00000001565
NXF3	ENST00000395065	ENSCAFT00000022274
CLK3	ENST00000395066	ENSCAFT00000028420
DNAJC22	ENST00000395069	ENSCAFT00000013634
LPXN	ENST00000395074	ENSCAFT00000070922
PPM1A	ENST00000395076	ENSCAFT00000024729
OR10W1	ENST00000395079	ENSCAFT00000012351
SPP1	ENST00000395080	ENSCAFT00000039667
FZR1	ENST00000395095	ENSCAFT00000088537
NR4A3	ENST00000395097	ENSCAFT00000078403
DAAM1	ENST00000395125	ENSCAFT00000085226
TIMM9	ENST00000395159	ENSCAFT00000078265
DNAJC30	ENST00000395176	ENSCAFT00000020549
ARHGAP24	ENST00000395184	ENSCAFT00000062693
HERC4	ENST00000395198	ENSCAFT00000085777
DRP2	ENST00000395209	ENSCAFT00000061781
ZNF785	ENST00000395216	ENSCAFT00000044588
ZNF365	ENST00000395254	ENSCAFT00000020684
CDK1	ENST00000395284	ENSCAFT00000020502
KBTBD4	ENST00000395288	ENSCAFT00000013366
FAM135B	ENST00000395297	ENSCAFT00000001815
IZUMO4	ENST00000395301	ENSCAFT00000085995
KTN1	ENST00000395314	ENSCAFT00000024092
LBH	ENST00000395323	ENSCAFT00000079113
DNAJC6	ENST00000395325	ENSCAFT00000029539
CRCP	ENST00000395326	ENSCAFT00000091415
SLC16A9	ENST00000395347	ENSCAFT00000019750
QPRT	ENST00000395384	ENSCAFT00000044421
PHF20L1	ENST00000395386	ENSCAFT00000001722
ZNF169	ENST00000395395	ENSCAFT00000043220
SATL1	ENST00000395409	ENSCAFT00000035899
IFT20	ENST00000395418	ENSCAFT00000029619
CHCHD2	ENST00000395422	ENSCAFT00000016162
MAPK1IP1L	ENST00000395468	ENSCAFT00000023805
LGALS9	ENST00000395473	ENSCAFT00000062016
TWF1	ENST00000395510	ENSCAFT00000049290
DHRS7B	ENST00000395511	ENSCAFT00000029411
GCH1	ENST00000395514	ENSCAFT00000023750
ASAH2	ENST00000395526	ENSCAFT00000086349
SLC26A6	ENST00000395550	ENSCAFT00000061850
CCDC112	ENST00000395557	ENSCAFT00000090222
PPHLN1	ENST00000395568	ENSCAFT00000088858
SNTB1	ENST00000395601	ENSCAFT00000001482
ERO1A	ENST00000395686	ENSCAFT00000023439
CCDC51	ENST00000395694	ENSCAFT00000019909
ADM2	ENST00000395737	ENSCAFT00000000933
BTC	ENST00000395743	ENSCAFT00000090308
AREG	ENST00000395748	ENSCAFT00000047753
MTHFD2L	ENST00000395759	ENSCAFT00000076319
IL4R	ENST00000395762	ENSCAFT00000076791
PEMT	ENST00000395782	ENSCAFT00000084963
APIP	ENST00000395787	ENSCAFT00000080777
AFP	ENST00000395792	ENSCAFT00000091909
TNRC6A	ENST00000395799	ENSCAFT00000093256
RASGEF1A	ENST00000395809	ENSCAFT00000058841
ZNF287	ENST00000395824	ENSCAFT00000028601
LMO2	ENST00000395833	ENSCAFT00000011428
PANX2	ENST00000395842	ENSCAFT00000035173
VCPKMT	ENST00000395860	ENSCAFT00000086023
ATP6V1C1	ENST00000395862	ENSCAFT00000087119
BMP7	ENST00000395863	ENSCAFT00000047209
PTHLH	ENST00000395872	ENSCAFT00000017428
UBFD1	ENST00000395878	ENSCAFT00000028019
HECW1	ENST00000395891	ENSCAFT00000005626
GLI3	ENST00000395925	ENSCAFT00000005687
ABHD16A	ENST00000395952	ENSCAFT00000067635
BCAS1	ENST00000395961	ENSCAFT00000071424
FAM172A	ENST00000395965	ENSCAFT00000087468
SLC5A12	ENST00000396005	ENSCAFT00000016148
NFATC2	ENST00000396009	ENSCAFT00000018458
ANXA2	ENST00000396024	ENSCAFT00000077294
ST8SIA1	ENST00000396037	ENSCAFT00000018817
MOB1A	ENST00000396049	ENSCAFT00000013895
ZNF35	ENST00000396056	ENSCAFT00000045665
FOXB1	ENST00000396057	ENSCAFT00000039029
GTF2A2	ENST00000396060	ENSCAFT00000076223
GCNT3	ENST00000396065	ENSCAFT00000026386
ENAM	ENST00000396073	ENSCAFT00000004659
ZNF445	ENST00000396077	ENSCAFT00000065719
NAV2	ENST00000396087	ENSCAFT00000090289
ODAM	ENST00000396094	ENSCAFT00000004609
NDUFAF6	ENST00000396124	ENSCAFT00000090221
KLHL28	ENST00000396128	ENSCAFT00000022177
JMY	ENST00000396137	ENSCAFT00000014395
FAF1	ENST00000396153	ENSCAFT00000044054
ZNF134	ENST00000396161	ENSCAFT00000046706
UEVLD	ENST00000396197	ENSCAFT00000014837
RORB	ENST00000396204	ENSCAFT00000036494
TMC5	ENST00000396229	ENSCAFT00000028758
VAMP1	ENST00000396308	ENSCAFT00000068487
TAX1BP1	ENST00000396319	ENSCAFT00000004815
MYD88	ENST00000396334	ENSCAFT00000007977
