WNK2	ENST00000297954	ENSCAFT00000042749
NGDN	ENST00000408901	ENSCAFT00000018464
PAMR1	ENST00000619888	ENSCAFT00000075030
USP7	ENST00000344836	ENSCAFT00000030172
FXR2	ENST00000250113	ENSCAFT00000065943
RALYL	ENST00000521268	ENSCAFT00000071544
AMZ2	ENST00000359904	ENSCAFT00000017663
UBXN8	ENST00000265616	ENSCAFT00000076884
ZNF774	ENST00000354377	ENSCAFT00000049901
CTSD	ENST00000236671	ENSCAFT00000015991
FGFR1OP2	ENST00000229395	ENSCAFT00000046942
ZNF785	ENST00000395216	ENSCAFT00000044588
MFSD3	ENST00000301327	ENSCAFT00000044183
SEPTIN9	ENST00000427177	ENSCAFT00000088798
CENPK	ENST00000242872	ENSCAFT00000011837
CENPQ	ENST00000335783	ENSCAFT00000003354
PGK2	ENST00000304801	ENSCAFT00000090122
NFATC4	ENST00000250373	ENSCAFT00000044989
CD1C	ENST00000368170	ENSCAFT00000018168
RSPO1	ENST00000356545	ENSCAFT00000005262
UTP11	ENST00000373014	ENSCAFT00000005148
ST6GAL1	ENST00000169298	ENSCAFT00000084017
ZNF623	ENST00000501748	ENSCAFT00000044791
PEX5L	ENST00000467460	ENSCAFT00000079355
SPOUT1	ENST00000361256	ENSCAFT00000031880
WHAMM	ENST00000286760	ENSCAFT00000020878
NAA35	ENST00000361671	ENSCAFT00000002087
WEE1	ENST00000450114	ENSCAFT00000011883
TRDN	ENST00000334268	ENSCAFT00000001568
TIMM9	ENST00000395159	ENSCAFT00000078265
CTF1	ENST00000279804	ENSCAFT00000026474
ACTR3B	ENST00000256001	ENSCAFT00000047836
AZIN2	ENST00000294517	ENSCAFT00000082942
OCRL	ENST00000371113	ENSCAFT00000029678
LIN7C	ENST00000278193	ENSCAFT00000016197
WTAP	ENST00000358372	ENSCAFT00000001077
TMEM178B	ENST00000565468	ENSCAFT00000045286
TRADD	ENST00000345057	ENSCAFT00000032460
KLC4	ENST00000347162	ENSCAFT00000062519
GALNTL6	ENST00000506823	ENSCAFT00000012464
CHD3	ENST00000330494	ENSCAFT00000026729
HPF1	ENST00000393381	ENSCAFT00000012283
IFRD2	ENST00000417626	ENSCAFT00000061343
MAN2C1	ENST00000267978	ENSCAFT00000074057
FGD6	ENST00000343958	ENSCAFT00000046550
PPP1R21	ENST00000294952	ENSCAFT00000036478
SPINK6	ENST00000325630	ENSCAFT00000092193
KBTBD3	ENST00000526793	ENSCAFT00000023471
POLDIP3	ENST00000252115	ENSCAFT00000001487
BET1	ENST00000222547	ENSCAFT00000066485
ABCA7	ENST00000263094	ENSCAFT00000031202
BCL7B	ENST00000223368	ENSCAFT00000063021
KDM3A	ENST00000312912	ENSCAFT00000012063
RBM15	ENST00000369784	ENSCAFT00000043159
MAD2L2	ENST00000235310	ENSCAFT00000026256
RSPH4A	ENST00000229554	ENSCAFT00000001393
CPSF2	ENST00000298875	ENSCAFT00000017381
FOXJ2	ENST00000162391	ENSCAFT00000039687
DGAT1	ENST00000528718	ENSCAFT00000080218
HS6ST3	ENST00000376705	ENSCAFT00000064788
RPH3A	ENST00000389385	ENSCAFT00000049747
KIAA2026	ENST00000399933	ENSCAFT00000002100
ELP4	ENST00000350638	ENSCAFT00000012029
EPHA1	ENST00000275815	ENSCAFT00000005788
CLYBL	ENST00000339105	ENSCAFT00000043141
OR51G2	ENST00000322013	ENSCAFT00000019954
GREB1	ENST00000234142	ENSCAFT00000050023
PLAAT4	ENST00000255688	ENSCAFT00000023951
ATL2	ENST00000378954	ENSCAFT00000071758
POP4	ENST00000585603	ENSCAFT00000086427
RPL18	ENST00000549920	ENSCAFT00000081366
ERCC6	ENST00000355832	ENSCAFT00000010674
RNASEK	ENST00000402093	ENSCAFT00000074044
SLC35E1	ENST00000595753	ENSCAFT00000024797
ANKRD33	ENST00000340970	ENSCAFT00000011753
KIF20B	ENST00000371728	ENSCAFT00000048651
ITGAL	ENST00000356798	ENSCAFT00000026293
NHS	ENST00000380060	ENSCAFT00000078218
EIF4A2	ENST00000323963	ENSCAFT00000021683
BRCA1	ENST00000357654	ENSCAFT00000065506
EIF3I	ENST00000373586	ENSCAFT00000017014
HOPX	ENST00000317745	ENSCAFT00000042899
SALL4	ENST00000217086	ENSCAFT00000018662
CACTIN	ENST00000221899	ENSCAFT00000030495
CRLF2	ENST00000381566	ENSCAFT00000017557
DENND2C	ENST00000393274	ENSCAFT00000015090
VWF	ENST00000261405	ENSCAFT00000071826
ATP5MC1	ENST00000355938	ENSCAFT00000062486
SETD4	ENST00000332131	ENSCAFT00000067090
YARS2	ENST00000324868	ENSCAFT00000016678
ARMCX6	ENST00000361910	ENSCAFT00000028072
CEP112	ENST00000392769	ENSCAFT00000038851
HOXB5	ENST00000239151	ENSCAFT00000026675
RNF215	ENST00000382363	ENSCAFT00000020124
GFPT1	ENST00000357308	ENSCAFT00000005292
MNAT1	ENST00000261245	ENSCAFT00000086257
PDZRN3	ENST00000263666	ENSCAFT00000089431
ITGB1BP2	ENST00000373829	ENSCAFT00000027052
TTYH1	ENST00000376530	ENSCAFT00000004187
FCMR	ENST00000367091	ENSCAFT00000018206
NUMB	ENST00000355058	ENSCAFT00000026649
P2RX1	ENST00000225538	ENSCAFT00000030764
FNDC11	ENST00000370097	ENSCAFT00000047074
MCOLN2	ENST00000370608	ENSCAFT00000032327
RPL27A	ENST00000314138	ENSCAFT00000011134
PIWIL1	ENST00000245255	ENSCAFT00000010928
TOX	ENST00000361421	ENSCAFT00000011446
SMIM19	ENST00000414154	ENSCAFT00000043547
NCOA2	ENST00000452400	ENSCAFT00000062881
ZGPAT	ENST00000328969	ENSCAFT00000087263
TMEM267	ENST00000397080	ENSCAFT00000081106
CNTNAP5	ENST00000431078	ENSCAFT00000007551
GRM5	ENST00000305447	ENSCAFT00000047674
SEC22A	ENST00000309934	ENSCAFT00000019159
ZNF70	ENST00000341976	ENSCAFT00000044669
TSSC4	ENST00000333256	ENSCAFT00000047991
FAM102A	ENST00000373095	ENSCAFT00000031984
CERS2	ENST00000271688	ENSCAFT00000019530
MMP3	ENST00000299855	ENSCAFT00000023908
NEDD8	ENST00000250495	ENSCAFT00000019203
TMF1	ENST00000398559	ENSCAFT00000010573
BANF2	ENST00000246090	ENSCAFT00000008817
EARS2	ENST00000449606	ENSCAFT00000028022
MAPK9	ENST00000452135	ENSCAFT00000087354
CDKN1B	ENST00000228872	ENSCAFT00000021002
INKA1	ENST00000333323	ENSCAFT00000047076
ACSM4	ENST00000399422	ENSCAFT00000028547
HEG1	ENST00000311127	ENSCAFT00000019903
NXPE4	ENST00000375478	ENSCAFT00000021417
PRC1	ENST00000394249	ENSCAFT00000072576
PRRT1	ENST00000211413	ENSCAFT00000078932
CLASRP	ENST00000221455	ENSCAFT00000086456
NDUFAF7	ENST00000002125	ENSCAFT00000009871
SSNA1	ENST00000322310	ENSCAFT00000030974
MEX3A	ENST00000532414	ENSCAFT00000021835
PUS7	ENST00000356362	ENSCAFT00000006466
IGSF9B	ENST00000321016	ENSCAFT00000015597
PIF1	ENST00000268043	ENSCAFT00000082692
RLN3	ENST00000431365	ENSCAFT00000072011
STC1	ENST00000290271	ENSCAFT00000014480
EEF1A1	ENST00000309268	ENSCAFT00000004182
TRIM21	ENST00000254436	ENSCAFT00000009720
AVPI1	ENST00000370626	ENSCAFT00000039351
CD28	ENST00000324106	ENSCAFT00000063094
LIG4	ENST00000356922	ENSCAFT00000009725
ESRRA	ENST00000000442	ENSCAFT00000022969
PEMT	ENST00000395782	ENSCAFT00000084963
PSMD12	ENST00000356126	ENSCAFT00000048196
ERICH3	ENST00000326665	ENSCAFT00000032492
MTA3	ENST00000405094	ENSCAFT00000010542
HMX1	ENST00000400677	ENSCAFT00000023183
PTH2	ENST00000270631	ENSCAFT00000005901
ARHGEF12	ENST00000397843	ENSCAFT00000018981
PSMB7	ENST00000259457	ENSCAFT00000080009
OR2AJ1	ENST00000318244	ENSCAFT00000078389
ALDH4A1	ENST00000290597	ENSCAFT00000045210
FUT1	ENST00000310160	ENSCAFT00000085038
PPP1R3C	ENST00000238994	ENSCAFT00000047174
CCKAR	ENST00000295589	ENSCAFT00000061954
CLIC3	ENST00000494426	ENSCAFT00000045382
MTIF2	ENST00000263629	ENSCAFT00000004524
NFAM1	ENST00000329021	ENSCAFT00000044687
WFDC10B	ENST00000330523	ENSCAFT00000015435
ZNF333	ENST00000292530	ENSCAFT00000043924
CPN1	ENST00000370418	ENSCAFT00000039484
NABP2	ENST00000267023	ENSCAFT00000044811
MOSPD3	ENST00000223054	ENSCAFT00000022546
KCNMB1	ENST00000274629	ENSCAFT00000026839
KLF8	ENST00000468660	ENSCAFT00000026153
ARAF	ENST00000377045	ENSCAFT00000024017
ECSIT	ENST00000270517	ENSCAFT00000027464
ENPP6	ENST00000296741	ENSCAFT00000080704
COL9A1	ENST00000357250	ENSCAFT00000004081
RAD51AP2	ENST00000399080	ENSCAFT00000046579
RALA	ENST00000005257	ENSCAFT00000044047
VRK1	ENST00000216639	ENSCAFT00000080070
DRG1	ENST00000331457	ENSCAFT00000049874
EMC6	ENST00000248378	ENSCAFT00000030750
LCT	ENST00000264162	ENSCAFT00000062951
ZER1	ENST00000291900	ENSCAFT00000031886
RUFY1	ENST00000319449	ENSCAFT00000047107
CD80	ENST00000264246	ENSCAFT00000017493
GNG8	ENST00000300873	ENSCAFT00000006863
NT5DC3	ENST00000392876	ENSCAFT00000077173
TOP1	ENST00000361337	ENSCAFT00000014397
HECA	ENST00000367658	ENSCAFT00000000439
MAN1A1	ENST00000368468	ENSCAFT00000072443
TMEM167B	ENST00000338272	ENSCAFT00000043333
IBSP	ENST00000226284	ENSCAFT00000015179
SATB1	ENST00000338745	ENSCAFT00000074454
SIGLEC1	ENST00000344754	ENSCAFT00000071081
SMG6	ENST00000263073	ENSCAFT00000030579
ACE	ENST00000290866	ENSCAFT00000020636
CCDC85B	ENST00000312579	ENSCAFT00000020859
COX14	ENST00000317943	ENSCAFT00000048211
GIPC1	ENST00000345425	ENSCAFT00000025844
AKIRIN2	ENST00000257787	ENSCAFT00000004946
IL23A	ENST00000228534	ENSCAFT00000000198
UTP6	ENST00000261708	ENSCAFT00000078600
TMPRSS15	ENST00000284885	ENSCAFT00000013270
GABARAPL2	ENST00000037243	ENSCAFT00000049671
KRT80	ENST00000394815	ENSCAFT00000011729
CREB3L4	ENST00000271889	ENSCAFT00000047951
NECAB3	ENST00000246190	ENSCAFT00000087491
SCLT1	ENST00000281142	ENSCAFT00000047193
ABR	ENST00000302538	ENSCAFT00000080105
FER1L6	ENST00000399018	ENSCAFT00000044881
ZBTB17	ENST00000375743	ENSCAFT00000025572
MYO3B	ENST00000408978	ENSCAFT00000019832
KIAA0895	ENST00000297063	ENSCAFT00000005188
NBEAL1	ENST00000449802	ENSCAFT00000020215
PARK7	ENST00000338639	ENSCAFT00000064540
GRID2IP	ENST00000457091	ENSCAFT00000024965
SLC3A2	ENST00000377890	ENSCAFT00000024598
MOSPD1	ENST00000370783	ENSCAFT00000070473
ACTL6B	ENST00000160382	ENSCAFT00000022731
MLF2	ENST00000203630	ENSCAFT00000023331
PIANP	ENST00000320591	ENSCAFT00000023370
PHF5A	ENST00000216252	ENSCAFT00000001662
H2BC1	ENST00000274764	ENSCAFT00000016787
SEC61A1	ENST00000243253	ENSCAFT00000043404
TSPAN31	ENST00000257910	ENSCAFT00000000436
HSPA12B	ENST00000254963	ENSCAFT00000010036
B4GALT7	ENST00000029410	ENSCAFT00000074256
TASP1	ENST00000337743	ENSCAFT00000037599
CCDC6	ENST00000263102	ENSCAFT00000019769
PPP1R35	ENST00000292330	ENSCAFT00000073742
ASCL2	ENST00000331289	ENSCAFT00000016055
OR5B21	ENST00000360374	ENSCAFT00000012317
SAC3D1	ENST00000614106	ENSCAFT00000022212
SPPL2A	ENST00000261854	ENSCAFT00000059826
JAGN1	ENST00000307768	ENSCAFT00000044430
RTP4	ENST00000259030	ENSCAFT00000022038
ACOT6	ENST00000381139	ENSCAFT00000063992
LTBP3	ENST00000301873	ENSCAFT00000021416
KIF5C	ENST00000435030	ENSCAFT00000069652
CRACR2B	ENST00000525077	ENSCAFT00000087302
ZNF652	ENST00000362063	ENSCAFT00000043268
KLRK1	ENST00000616233	ENSCAFT00000039858
CPSF7	ENST00000394888	ENSCAFT00000038324
TMCC1	ENST00000393238	ENSCAFT00000067116
MIB1	ENST00000261537	ENSCAFT00000048950
FAM199X	ENST00000493442	ENSCAFT00000028279
GRIA4	ENST00000282499	ENSCAFT00000023560
SNCAIP	ENST00000261368	ENSCAFT00000077099
PIP4K2C	ENST00000354947	ENSCAFT00000000391
QSER1	ENST00000399302	ENSCAFT00000011713
PRKAA1	ENST00000397128	ENSCAFT00000078350
RSBN1	ENST00000261441	ENSCAFT00000014688
S100PBP	ENST00000373475	ENSCAFT00000080021
TMEM168	ENST00000312814	ENSCAFT00000005330
DSN1	ENST00000373750	ENSCAFT00000013673
ERP29	ENST00000261735	ENSCAFT00000044671
MCF2	ENST00000370576	ENSCAFT00000030173
CHEK1	ENST00000428830	ENSCAFT00000016788
KLB	ENST00000257408	ENSCAFT00000037824
OR13A1	ENST00000374401	ENSCAFT00000038923
TNFAIP8L2	ENST00000368910	ENSCAFT00000038112
OR5C1	ENST00000373680	ENSCAFT00000032262
ZHX2	ENST00000314393	ENSCAFT00000001493
RPL12	ENST00000361436	ENSCAFT00000091282
ARMCX1	ENST00000372829	ENSCAFT00000036815
RNF138	ENST00000261593	ENSCAFT00000028621
PDIA3	ENST00000300289	ENSCAFT00000021164
HEMGN	ENST00000259456	ENSCAFT00000047726
ZNF444	ENST00000337080	ENSCAFT00000003904
OAS2	ENST00000342315	ENSCAFT00000014202
ARL5A	ENST00000295087	ENSCAFT00000009300
DKK3	ENST00000326932	ENSCAFT00000012527
CMTM4	ENST00000330687	ENSCAFT00000048487
CCDC86	ENST00000227520	ENSCAFT00000026081
STAC	ENST00000273183	ENSCAFT00000069409
EBF2	ENST00000520164	ENSCAFT00000084517
SLC17A6	ENST00000263160	ENSCAFT00000016047
GPC1	ENST00000264039	ENSCAFT00000020095
OSGEPL1	ENST00000264151	ENSCAFT00000014928
BTBD11	ENST00000280758	ENSCAFT00000002814
FAM83B	ENST00000306858	ENSCAFT00000003643
EMID1	ENST00000334018	ENSCAFT00000019225
DDIAS	ENST00000329143	ENSCAFT00000045002
STARD9	ENST00000290607	ENSCAFT00000037445
WDR77	ENST00000235090	ENSCAFT00000021763
TSR3	ENST00000007390	ENSCAFT00000031131
CDHR4	ENST00000412678	ENSCAFT00000049617
RPS8	ENST00000396651	ENSCAFT00000007636
INPP5D	ENST00000445964	ENSCAFT00000061102
IFT57	ENST00000264538	ENSCAFT00000015740
PRRG2	ENST00000246794	ENSCAFT00000005807
LIMD1	ENST00000273317	ENSCAFT00000022238
GALNT5	ENST00000259056	ENSCAFT00000065772
MTMR14	ENST00000296003	ENSCAFT00000008800
SPINT2	ENST00000301244	ENSCAFT00000009605
IPO4	ENST00000354464	ENSCAFT00000019136
AMIGO2	ENST00000266581	ENSCAFT00000014676
PHF2	ENST00000359246	ENSCAFT00000048688
SOCS5	ENST00000306503	ENSCAFT00000004140
SPX	ENST00000256969	ENSCAFT00000019455
ANXA10	ENST00000359299	ENSCAFT00000014264
PGRMC1	ENST00000217971	ENSCAFT00000029184
COL6A5	ENST00000312481	ENSCAFT00000009736
MEGF11	ENST00000409699	ENSCAFT00000027349
NOD1	ENST00000222823	ENSCAFT00000004933
CENPI	ENST00000372927	ENSCAFT00000073471
ABCB8	ENST00000297504	ENSCAFT00000007562
SLC50A1	ENST00000368404	ENSCAFT00000027023
CLSTN3	ENST00000266546	ENSCAFT00000061336
IQCE	ENST00000402050	ENSCAFT00000082690
KRT82	ENST00000257974	ENSCAFT00000011652
TTYH3	ENST00000258796	ENSCAFT00000045235
MAP7D1	ENST00000373151	ENSCAFT00000044513
PSMC5	ENST00000310144	ENSCAFT00000020231
SOHLH1	ENST00000298466	ENSCAFT00000043567
MYL6B	ENST00000550443	ENSCAFT00000000176
LCMT1	ENST00000399069	ENSCAFT00000048695
LRIT2	ENST00000372113	ENSCAFT00000025221
YBX3	ENST00000228251	ENSCAFT00000021267
PWP1	ENST00000412830	ENSCAFT00000002779
JOSD1	ENST00000216039	ENSCAFT00000002129
MAK16	ENST00000360128	ENSCAFT00000049795
ESYT3	ENST00000389567	ENSCAFT00000076399
KIF5B	ENST00000302418	ENSCAFT00000006549
CYB561	ENST00000360793	ENSCAFT00000020662
NFKBIZ	ENST00000326172	ENSCAFT00000079321
HERC4	ENST00000395198	ENSCAFT00000085777
PARVB	ENST00000338758	ENSCAFT00000089905
ITCH	ENST00000262650	ENSCAFT00000012052
CXCR4	ENST00000241393	ENSCAFT00000008205
MRPS27	ENST00000261413	ENSCAFT00000012737
RYR2	ENST00000366574	ENSCAFT00000015962
MAPK1	ENST00000215832	ENSCAFT00000035708
TINF2	ENST00000267415	ENSCAFT00000039806
RNF19A	ENST00000341084	ENSCAFT00000000860
TNXB	ENST00000550212	ENSCAFT00000001166
PANK4	ENST00000378466	ENSCAFT00000030871
C7orf25	ENST00000350427	ENSCAFT00000005654
CHIA	ENST00000343320	ENSCAFT00000036625
ZNF34	ENST00000343459	ENSCAFT00000078487
CCT8	ENST00000286788	ENSCAFT00000046887
APBB1IP	ENST00000376236	ENSCAFT00000006944
GJA8	ENST00000369235	ENSCAFT00000017610
ANKLE2	ENST00000357997	ENSCAFT00000009903
BACE2	ENST00000330333	ENSCAFT00000016134
PDE6G	ENST00000331056	ENSCAFT00000009298
ZNF740	ENST00000416904	ENSCAFT00000011332
LRPPRC	ENST00000260665	ENSCAFT00000003988
COL24A1	ENST00000370571	ENSCAFT00000035747
QPRT	ENST00000395384	ENSCAFT00000044421
ZBTB18	ENST00000622512	ENSCAFT00000062271
TMEM176B	ENST00000326442	ENSCAFT00000048647
COL1A2	ENST00000297268	ENSCAFT00000031580
SF1	ENST00000377390	ENSCAFT00000064961
SLC38A3	ENST00000614032	ENSCAFT00000017115
DNAJA1	ENST00000330899	ENSCAFT00000002868
DNAJC17	ENST00000220496	ENSCAFT00000092448
UBE2E3	ENST00000392415	ENSCAFT00000022479
CSF3R	ENST00000361632	ENSCAFT00000005411
NRN1	ENST00000244766	ENSCAFT00000015082
PIK3R6	ENST00000614407	ENSCAFT00000027538
UROC1	ENST00000290868	ENSCAFT00000006209
RAB3GAP2	ENST00000358951	ENSCAFT00000017715
HSPA1L	ENST00000375654	ENSCAFT00000000983
FCSK	ENST00000288078	ENSCAFT00000032074
AKAIN1	ENST00000434239	ENSCAFT00000045946
HOMEZ	ENST00000357460	ENSCAFT00000043475
NFIC	ENST00000443272	ENSCAFT00000080959
PLEK	ENST00000234313	ENSCAFT00000061121
SMARCA1	ENST00000371122	ENSCAFT00000029649
TMOD1	ENST00000259365	ENSCAFT00000003834
CD93	ENST00000246006	ENSCAFT00000008304
FAM149B1	ENST00000242505	ENSCAFT00000084806
FRK	ENST00000606080	ENSCAFT00000006501
HLA-DQB1	ENST00000399088	ENSCAFT00000001279
ZSWIM8	ENST00000605216	ENSCAFT00000061116
ENAM	ENST00000396073	ENSCAFT00000004659
RHBDL3	ENST00000269051	ENSCAFT00000029252
FAM81B	ENST00000283357	ENSCAFT00000012696
TNFAIP8L1	ENST00000327473	ENSCAFT00000030194
SORCS2	ENST00000507866	ENSCAFT00000068926
CHTOP	ENST00000368694	ENSCAFT00000027787
NEMF	ENST00000298310	ENSCAFT00000022576
LBHD1	ENST00000431002	ENSCAFT00000076731
ODR4	ENST00000287859	ENSCAFT00000021809
RPS6	ENST00000380394	ENSCAFT00000002536
CSNK2B	ENST00000375865	ENSCAFT00000061906
CLIP3	ENST00000360535	ENSCAFT00000010741
CFAP161	ENST00000286732	ENSCAFT00000021972
ESPL1	ENST00000257934	ENSCAFT00000011275
PAPOLA	ENST00000216277	ENSCAFT00000028221
FANCM	ENST00000267430	ENSCAFT00000046644
KCNH7	ENST00000332142	ENSCAFT00000016695
MECR	ENST00000263702	ENSCAFT00000018498
PANK2	ENST00000316562	ENSCAFT00000071231
RASSF2	ENST00000379376	ENSCAFT00000077499
TMX4	ENST00000246024	ENSCAFT00000009484
SEC22B	ENST00000578049	ENSCAFT00000079638
CALCRL	ENST00000392370	ENSCAFT00000023410
ARL6IP5	ENST00000273258	ENSCAFT00000010553
KRTAP16-1	ENST00000391352	ENSCAFT00000044623
DCHS2	ENST00000623607	ENSCAFT00000013279
NDUFAF1	ENST00000260361	ENSCAFT00000015158
EIF2D	ENST00000271764	ENSCAFT00000038953
PLPPR5	ENST00000263177	ENSCAFT00000076081
RNF144B	ENST00000259939	ENSCAFT00000082320
RPL24	ENST00000394077	ENSCAFT00000015251
CCNK	ENST00000389879	ENSCAFT00000028286
FAM177B	ENST00000360827	ENSCAFT00000021430
GLIPR1	ENST00000266659	ENSCAFT00000000817
CYLC2	ENST00000374798	ENSCAFT00000043219
EFCAB8	ENST00000618684	ENSCAFT00000073542
GUCY2D	ENST00000254854	ENSCAFT00000026758
IGSF1	ENST00000361420	ENSCAFT00000091453
MRPL37	ENST00000360840	ENSCAFT00000079683
SLC19A2	ENST00000236137	ENSCAFT00000024176
ATRIP	ENST00000320211	ENSCAFT00000019908
NEDD4L	ENST00000400345	ENSCAFT00000080661
DDX4	ENST00000505374	ENSCAFT00000077148
MYT1	ENST00000328439	ENSCAFT00000021010
USHBP1	ENST00000252597	ENSCAFT00000024527
ZSCAN31	ENST00000344279	ENSCAFT00000043477
CPSF3	ENST00000238112	ENSCAFT00000005417
ADAR	ENST00000368474	ENSCAFT00000027191
TMEM89	ENST00000330862	ENSCAFT00000019549
SEMA6D	ENST00000316364	ENSCAFT00000022132
CACNB2	ENST00000324631	ENSCAFT00000083693
PRDM15	ENST00000269844	ENSCAFT00000049663
COL26A1	ENST00000313669	ENSCAFT00000081415
TFG	ENST00000240851	ENSCAFT00000014903
TANC2	ENST00000424789	ENSCAFT00000065399
BACH1	ENST00000286800	ENSCAFT00000074611
TTC1	ENST00000231238	ENSCAFT00000043455
RGMA	ENST00000329082	ENSCAFT00000017456
SLC51A	ENST00000296327	ENSCAFT00000020561
INSYN1	ENST00000379822	ENSCAFT00000047078
MRPS34	ENST00000397375	ENSCAFT00000030993
FGFR2	ENST00000358487	ENSCAFT00000081626
CAPZA2	ENST00000361183	ENSCAFT00000005472
KCNN4	ENST00000262888	ENSCAFT00000036924
LGALS2	ENST00000215886	ENSCAFT00000068634
NYAP2	ENST00000272907	ENSCAFT00000067065
PUM3	ENST00000397885	ENSCAFT00000003228
ARRB1	ENST00000420843	ENSCAFT00000082149
MAGEF1	ENST00000317897	ENSCAFT00000020948
SCCPDH	ENST00000366510	ENSCAFT00000092489
ANK2	ENST00000357077	ENSCAFT00000044958
PARP15	ENST00000464300	ENSCAFT00000018979
FN3KRP	ENST00000269373	ENSCAFT00000020679
FDCSP	ENST00000317987	ENSCAFT00000066917
DEFB4A	ENST00000302247	ENSCAFT00000038618
ADA	ENST00000372874	ENSCAFT00000077966
ZEB1	ENST00000320985	ENSCAFT00000066606
INA	ENST00000369849	ENSCAFT00000016481
RAB23	ENST00000317483	ENSCAFT00000061650
BOC	ENST00000355385	ENSCAFT00000088232
NFRKB	ENST00000446488	ENSCAFT00000016206
NME7	ENST00000367811	ENSCAFT00000024207
SERPINB2	ENST00000299502	ENSCAFT00000000083
MARCO	ENST00000327097	ENSCAFT00000007904
ANKRD1	ENST00000371697	ENSCAFT00000078398
CPT2	ENST00000371486	ENSCAFT00000030436
NWD2	ENST00000309447	ENSCAFT00000025802
COL27A1	ENST00000356083	ENSCAFT00000005319
LANCL1	ENST00000233714	ENSCAFT00000022271
MBD5	ENST00000407073	ENSCAFT00000071191
EXOSC7	ENST00000265564	ENSCAFT00000022309
SPACA4	ENST00000321762	ENSCAFT00000045741
PGM1	ENST00000371084	ENSCAFT00000073102
HMG20B	ENST00000333651	ENSCAFT00000030501
ZNF287	ENST00000395824	ENSCAFT00000028601
RBBP8NL	ENST00000252998	ENSCAFT00000070104
FOXJ1	ENST00000322957	ENSCAFT00000008129
GPR151	ENST00000311104	ENSCAFT00000010514
LOXL4	ENST00000260702	ENSCAFT00000079111
PUM1	ENST00000257075	ENSCAFT00000017823
MT3	ENST00000200691	ENSCAFT00000043233
TAF7L	ENST00000372907	ENSCAFT00000027955
TRIM77	ENST00000398290	ENSCAFT00000007004
MRPS5	ENST00000272418	ENSCAFT00000011298
AMPD2	ENST00000256578	ENSCAFT00000035815
TOPAZ1	ENST00000309765	ENSCAFT00000046590
IRX5	ENST00000394636	ENSCAFT00000082479
SELENOK	ENST00000495461	ENSCAFT00000087407
ZP2	ENST00000574002	ENSCAFT00000028265
KANSL1L	ENST00000281772	ENSCAFT00000021960
DEFB119	ENST00000376321	ENSCAFT00000038776
CUX1	ENST00000292535	ENSCAFT00000078608
PTPMT1	ENST00000326674	ENSCAFT00000045058
RITA1	ENST00000548278	ENSCAFT00000043858
SLC37A3	ENST00000326232	ENSCAFT00000006380
RTTN	ENST00000255674	ENSCAFT00000000055
CDKAL1	ENST00000274695	ENSCAFT00000066026
HMGXB4	ENST00000216106	ENSCAFT00000046398
KCNC4	ENST00000369787	ENSCAFT00000060231
RDH12	ENST00000267502	ENSCAFT00000026064
C1QTNF1	ENST00000339142	ENSCAFT00000008929
DHRS7C	ENST00000330255	ENSCAFT00000027641
NUPR2	ENST00000329309	ENSCAFT00000016163
SAG	ENST00000409110	ENSCAFT00000018744
ERGIC2	ENST00000360150	ENSCAFT00000071067
ALOX15	ENST00000293761	ENSCAFT00000025277
R3HDM2	ENST00000347140	ENSCAFT00000000323
POU2F3	ENST00000543440	ENSCAFT00000087917
PLCG1	ENST00000373271	ENSCAFT00000070025
PHOSPHO1	ENST00000310544	ENSCAFT00000026776
CSDE1	ENST00000358528	ENSCAFT00000063974
PEPD	ENST00000244137	ENSCAFT00000011842
ERO1A	ENST00000395686	ENSCAFT00000023439
VPS8	ENST00000625842	ENSCAFT00000044635
TTC9C	ENST00000316461	ENSCAFT00000063853
APPL2	ENST00000258530	ENSCAFT00000002989
CMC2	ENST00000219400	ENSCAFT00000051386
EFCAB6	ENST00000262726	ENSCAFT00000001400
KDM6B	ENST00000448097	ENSCAFT00000063636
KLF11	ENST00000305883	ENSCAFT00000066950
AKAP5	ENST00000320636	ENSCAFT00000025424
TAS2R4	ENST00000247881	ENSCAFT00000077991
FAM187B	ENST00000324675	ENSCAFT00000011365
FLAD1	ENST00000292180	ENSCAFT00000027128
BRCA2	ENST00000380152	ENSCAFT00000010309
TM9SF2	ENST00000376387	ENSCAFT00000009375
TMEM132E	ENST00000321639	ENSCAFT00000047556
EFCAB3	ENST00000305286	ENSCAFT00000021234
SLC25A34	ENST00000294454	ENSCAFT00000025639
FGF9	ENST00000382353	ENSCAFT00000087737
NUP50	ENST00000347635	ENSCAFT00000062998
ZNF180	ENST00000221327	ENSCAFT00000078360
CLRN1	ENST00000327047	ENSCAFT00000013412
FABP4	ENST00000256104	ENSCAFT00000059992
SLC2A13	ENST00000280871	ENSCAFT00000080514
CHRND	ENST00000258385	ENSCAFT00000017944
PPHLN1	ENST00000395568	ENSCAFT00000088858
LATS1	ENST00000253339	ENSCAFT00000044921
CBLL1	ENST00000440859	ENSCAFT00000048678
DERL3	ENST00000318109	ENSCAFT00000022379
CORO1B	ENST00000341356	ENSCAFT00000069186
SHARPIN	ENST00000398712	ENSCAFT00000002395
FDXR	ENST00000293195	ENSCAFT00000007472
PTPRN	ENST00000295718	ENSCAFT00000044916
CLDN10	ENST00000299339	ENSCAFT00000008784
SHOC2	ENST00000369452	ENSCAFT00000017230
